phoenix/10,Priest Dr / Southern Ave / Tempe,10,3/25/2009,00:00-24:00,1041.0,10777.1,1534.7,4350.9,10545.8,2337.8,1741.1,10655.6,4942.7,5997.6,10785.7,2072.5,31.9,195.7,373.1,212.8,0.0,0.0,0.0,0.0,,
phoenix/100,Lindsay Rd / Pecos Rd / Gilbert,100,3/30/2010,00:00-24:00,1641.2,4461.6,1482.2,1836.4,5197.5,740.7,455.7,5205.5,1306.1,1144.1,3575.8,1166.1,114.5,18.9,33.3,18.6,0.0,0.0,0.0,0.0,,
phoenix/101,Lindsay Rd / Queen Creek Rd / Gilbert,101,3/30/2010,00:00-24:00,329.5,4126.6,1412.7,1560.9,3434.4,952.0,754.1,5308.9,678.6,688.9,3054.6,419.6,44.2,14.7,23.5,3.3,0.0,0.0,0.0,0.0,,
phoenix/102,Val Vista Dr / Guadalupe Rd / Gilbert,102,3/30/2010,00:00-24:00,1184.5,14809.7,1817.8,1965.3,6388.9,2106.1,1313.1,17593.4,2603.0,1832.7,4861.2,1442.0,50.7,97.1,63.1,63.0,0.0,0.0,0.0,0.0,,
phoenix/103,Val Vista Dr / Ray Rd / Gilbert,103,3/30/2010,00:00-24:00,1551.0,9827.1,2578.3,1784.5,4294.3,711.3,665.9,9954.6,1389.3,1132.8,5035.2,1840.6,44.5,60.9,73.2,66.5,0.0,0.0,0.0,0.0,,
phoenix/104,Val Vista Dr / Williams Field Rd / Gilbert,104,3/30/2010,00:00-24:00,1660.9,9874.2,1905.4,2088.2,5923.7,1551.6,1107.5,9705.3,1651.2,1615.7,4992.4,2179.9,45.3,51.3,36.0,54.3,0.0,0.0,0.0,0.0,,
phoenix/105,Val Vista Dr / Pecos Rd / Gilbert,105,3/30/2010,00:00-24:00,1342.2,9648.2,2341.7,3158.6,4583.4,2596.6,1222.5,10084.0,1111.7,1233.6,2814.6,1244.2,38.8,21.1,23.9,41.8,0.0,0.0,0.0,0.0,,
phoenix/106,Greenfield Rd / McKellips Rd / Mesa,106,3/30/2010,00:00-24:00,262.4,4662.0,1233.4,817.0,5699.7,1058.4,1472.5,4462.4,2326.0,1515.3,6740.4,317.6,16.3,9.8,42.5,32.6,0.0,0.0,0.0,0.0,,
phoenix/107,Greenfield Rd / Guadalupe Rd / Gilbert,107,3/30/2010,00:00-24:00,806.6,5554.7,1453.0,1921.8,6660.2,1112.0,1008.8,5854.5,1644.9,1748.9,5296.2,973.1,73.0,75.7,105.9,32.8,0.0,0.0,0.0,0.0,,
phoenix/108,Greenfield Rd / Warner Rd / Gilbert,108,3/30/2010,00:00-24:00,1058.0,6593.5,1109.8,1132.3,4395.2,613.7,403.5,5300.5,2118.5,1760.1,4170.2,1276.5,37.8,123.3,74.1,48.7,0.0,0.0,0.0,0.0,,
